experiment_date,strain,cell,slice,worms,cue_side,cue,cue_conc
20220215,PR678,D1,bottom,1,bottom,Quinine,10 mM
20220215,PR678,D2,top,6,bottom,Quinine,10 mM
20220215,PR678,D2,middle,5,bottom,Quinine,10 mM
20220215,PR678,D2,bottom,3,bottom,Quinine,10 mM
20220215,PR678,D3,top,3,bottom,Quinine,10 mM
20220215,PR678,D3,middle,6,bottom,Quinine,10 mM
20220215,PR678,D3,bottom,4,bottom,Quinine,10 mM
20220215,PR678,D4,top,0,bottom,Quinine,10 mM
20220215,PR678,D4,middle,3,bottom,Quinine,10 mM
20220215,PR678,D4,bottom,2,bottom,Quinine,10 mM
20220215,PR678,D5,top,2,bottom,Quinine,10 mM
20220215,PR678,D5,middle,5,bottom,Quinine,10 mM
20220215,PR678,D5,bottom,1,bottom,Quinine,10 mM
20220215,PR678,D6,top,3,bottom,Quinine,10 mM
20220215,PR678,D6,middle,0,bottom,Quinine,10 mM
20220215,PR678,D6,bottom,5,bottom,Quinine,10 mM
20220217,N2,A1,top,2,top,Quinine,10 mM
20220217,N2,A1,middle,3,top,Quinine,10 mM
20220217,N2,A1,bottom,2,top,Quinine,10 mM
20220217,N2,A2,top,1,top,Quinine,10 mM
20220217,N2,A2,middle,6,top,Quinine,10 mM
20220217,N2,A2,bottom,2,top,Quinine,10 mM
20220217,N2,A3,top,2,top,Quinine,10 mM
20220217,N2,A3,middle,7,top,Quinine,10 mM
20220217,N2,A3,bottom,2,top,Quinine,10 mM
20220217,N2,A4,top,1,top,Quinine,10 mM
20220217,N2,A4,middle,2,top,Quinine,10 mM
20220217,N2,A4,bottom,3,top,Quinine,10 mM
20220217,N2,A5,top,2,top,Quinine,10 mM
20220217,N2,A5,middle,2,top,Quinine,10 mM
20220217,N2,A5,bottom,2,top,Quinine,10 mM
20220217,N2,A6,top,3,top,Quinine,10 mM
20220217,N2,A6,middle,3,top,Quinine,10 mM
20220217,N2,A6,bottom,1,top,Quinine,10 mM
20220217,N2,B1,top,3,top,Quinine,10 mM
20220217,N2,B1,middle,5,top,Quinine,10 mM
20220217,N2,B1,bottom,3,top,Quinine,10 mM
20220217,N2,B2,top,0,top,Quinine,10 mM
20220217,N2,B2,middle,9,top,Quinine,10 mM
20220217,N2,B2,bottom,0,top,Quinine,10 mM
20220217,N2,B3,top,0,top,Quinine,10 mM
20220217,N2,B3,middle,4,top,Quinine,10 mM
20220217,N2,B3,bottom,0,top,Quinine,10 mM
20220217,N2,B4,top,2,top,Quinine,10 mM
20220217,N2,B4,middle,4,top,Quinine,10 mM
20220217,N2,B4,bottom,0,top,Quinine,10 mM
20220217,N2,B5,top,0,top,Quinine,10 mM
20220217,N2,B5,middle,1,top,Quinine,10 mM
20220217,N2,B5,bottom,4,top,Quinine,10 mM
20220217,N2,B6,top,1,top,Quinine,10 mM
20220217,N2,B6,middle,2,top,Quinine,10 mM
20220217,N2,B6,bottom,4,top,Quinine,10 mM
20220217,N2,C1,top,2,bottom,Quinine,10 mM
20220217,N2,C1,middle,5,bottom,Quinine,10 mM
20220217,N2,C1,bottom,3,bottom,Quinine,10 mM
20220217,N2,C2,top,1,bottom,Quinine,10 mM
20220217,N2,C2,middle,1,bottom,Quinine,10 mM
20220217,N2,C2,bottom,0,bottom,Quinine,10 mM
20220217,N2,C3,top,1,bottom,Quinine,10 mM
20220217,N2,C3,middle,1,bottom,Quinine,10 mM
20220217,N2,C3,bottom,2,bottom,Quinine,10 mM
20220217,N2,C4,top,1,bottom,Quinine,10 mM
20220217,N2,C4,middle,2,bottom,Quinine,10 mM
20220217,N2,C4,bottom,0,bottom,Quinine,10 mM
20220217,N2,C5,top,0,bottom,Quinine,10 mM
20220217,N2,C5,middle,3,bottom,Quinine,10 mM
20220217,N2,C5,bottom,0,bottom,Quinine,10 mM
20220217,N2,C6,top,3,bottom,Quinine,10 mM
20220217,N2,C6,middle,2,bottom,Quinine,10 mM
20220217,N2,C6,bottom,4,bottom,Quinine,10 mM
20220217,N2,D1,top,1,bottom,Quinine,10 mM
20220217,N2,D1,middle,3,bottom,Quinine,10 mM
20220217,N2,D1,bottom,3,bottom,Quinine,10 mM
20220217,N2,D2,top,0,bottom,Quinine,10 mM
20220217,N2,D2,middle,3,bottom,Quinine,10 mM
20220217,N2,D2,bottom,1,bottom,Quinine,10 mM
20220217,N2,D3,top,0,bottom,Quinine,10 mM
20220217,N2,D3,middle,1,bottom,Quinine,10 mM
20220217,N2,D3,bottom,2,bottom,Quinine,10 mM
20220217,N2,D4,top,1,bottom,Quinine,10 mM
20220217,N2,D4,middle,7,bottom,Quinine,10 mM
20220217,N2,D4,bottom,0,bottom,Quinine,10 mM
20220217,N2,D5,top,0,bottom,Quinine,10 mM
20220217,N2,D5,middle,4,bottom,Quinine,10 mM
20220217,N2,D5,bottom,3,bottom,Quinine,10 mM
20220217,N2,D6,top,2,bottom,Quinine,10 mM
20220217,N2,D6,middle,1,bottom,Quinine,10 mM
20220217,N2,D6,bottom,1,bottom,Quinine,10 mM
20220217,PR678,A1,top,2,top,Quinine,10 mM
20220217,PR678,A1,middle,5,top,Quinine,10 mM
20220217,PR678,A1,bottom,2,top,Quinine,10 mM
20220217,PR678,A2,top,1,top,Quinine,10 mM
20220217,PR678,A2,middle,4,top,Quinine,10 mM
20220217,PR678,A2,bottom,0,top,Quinine,10 mM
20220217,PR678,A3,top,4,top,Quinine,10 mM
20220217,PR678,A3,middle,2,top,Quinine,10 mM
20220217,PR678,A3,bottom,0,top,Quinine,10 mM
20220217,PR678,A4,top,2,top,Quinine,10 mM
20220217,PR678,A4,middle,1,top,Quinine,10 mM
20220217,PR678,A4,bottom,1,top,Quinine,10 mM
20220217,PR678,A5,top,3,top,Quinine,10 mM
20220217,PR678,A5,middle,4,top,Quinine,10 mM
20220217,PR678,A5,bottom,2,top,Quinine,10 mM
20220217,PR678,A6,top,2,top,Quinine,10 mM
20220217,PR678,A6,middle,3,top,Quinine,10 mM
20220217,PR678,A6,bottom,0,top,Quinine,10 mM
20220217,PR678,B1,top,4,top,Quinine,10 mM
20220217,PR678,B1,middle,2,top,Quinine,10 mM
20220217,PR678,B1,bottom,1,top,Quinine,10 mM
20220217,PR678,B2,top,5,top,Quinine,10 mM
20220217,PR678,B2,middle,3,top,Quinine,10 mM
20220217,PR678,B2,bottom,0,top,Quinine,10 mM
20220217,PR678,B3,top,0,top,Quinine,10 mM
20220217,PR678,B3,middle,0,top,Quinine,10 mM
20220217,PR678,B3,bottom,2,top,Quinine,10 mM
20220217,PR678,B4,top,0,top,Quinine,10 mM
20220217,PR678,B4,middle,4,top,Quinine,10 mM
20220217,PR678,B4,bottom,1,top,Quinine,10 mM
20220217,PR678,B5,top,5,top,Quinine,10 mM
20220217,PR678,B5,middle,3,top,Quinine,10 mM
20220217,PR678,B5,bottom,0,top,Quinine,10 mM
20220217,PR678,B6,top,0,top,Quinine,10 mM
20220217,PR678,B6,middle,0,top,Quinine,10 mM
20220217,PR678,B6,bottom,0,top,Quinine,10 mM
20220217,PR678,C1,top,0,bottom,Quinine,10 mM
20220217,PR678,C1,middle,1,bottom,Quinine,10 mM
20220217,PR678,C1,bottom,0,bottom,Quinine,10 mM
20220217,PR678,C2,top,0,bottom,Quinine,10 mM
20220217,PR678,C2,middle,3,bottom,Quinine,10 mM
20220217,PR678,C2,bottom,1,bottom,Quinine,10 mM
20220217,PR678,C3,top,0,bottom,Quinine,10 mM
20220217,PR678,C3,middle,0,bottom,Quinine,10 mM
20220217,PR678,C3,bottom,3,bottom,Quinine,10 mM
20220217,PR678,C4,top,1,bottom,Quinine,10 mM
20220217,PR678,C4,middle,0,bottom,Quinine,10 mM
20220217,PR678,C4,bottom,0,bottom,Quinine,10 mM
20220217,PR678,C5,top,1,bottom,Quinine,10 mM
20220217,PR678,C5,middle,5,bottom,Quinine,10 mM
20220217,PR678,C5,bottom,0,bottom,Quinine,10 mM
20220217,PR678,C6,top,0,bottom,Quinine,10 mM
20220217,PR678,C6,middle,2,bottom,Quinine,10 mM
20220217,PR678,C6,bottom,2,bottom,Quinine,10 mM
20220217,PR678,D1,top,4,bottom,Quinine,10 mM
20220217,PR678,D1,middle,1,bottom,Quinine,10 mM
20220217,PR678,D1,bottom,0,bottom,Quinine,10 mM
20220217,PR678,D2,top,2,bottom,Quinine,10 mM
20220217,PR678,D2,middle,1,bottom,Quinine,10 mM
20220217,PR678,D2,bottom,0,bottom,Quinine,10 mM
20220217,PR678,D3,top,2,bottom,Quinine,10 mM
20220217,PR678,D3,middle,3,bottom,Quinine,10 mM
20220217,PR678,D3,bottom,2,bottom,Quinine,10 mM
20220217,PR678,D4,top,3,bottom,Quinine,10 mM
20220217,PR678,D4,middle,1,bottom,Quinine,10 mM
20220217,PR678,D4,bottom,1,bottom,Quinine,10 mM
20220217,PR678,D5,top,4,bottom,Quinine,10 mM
20220217,PR678,D5,middle,0,bottom,Quinine,10 mM
20220217,PR678,D5,bottom,0,bottom,Quinine,10 mM
20220217,PR678,D6,top,1,bottom,Quinine,10 mM
20220217,PR678,D6,middle,2,bottom,Quinine,10 mM
20220217,PR678,D6,bottom,1,bottom,Quinine,10 mM
20220218,N2,A1,top,3,top,Quinine,10 mM
20220218,N2,A1,middle,3,top,Quinine,10 mM
20220218,N2,A1,bottom,4,top,Quinine,10 mM
20220218,N2,A2,top,1,top,Quinine,10 mM
20220218,N2,A2,middle,2,top,Quinine,10 mM
20220218,N2,A2,bottom,9,top,Quinine,10 mM
20220218,N2,A3,top,X,top,Quinine,10 mM
20220218,N2,A3,middle,X,top,Quinine,10 mM
20220218,N2,A3,bottom,X,top,Quinine,10 mM
20220218,N2,A4,top,4,top,Quinine,10 mM
20220218,N2,A4,middle,7,top,Quinine,10 mM
20220218,N2,A4,bottom,6,top,Quinine,10 mM
20220218,N2,A5,top,5,top,Quinine,10 mM
20220218,N2,A5,middle,11,top,Quinine,10 mM
20220218,N2,A5,bottom,2,top,Quinine,10 mM
20220218,N2,A6,top,6,top,Quinine,10 mM
20220218,N2,A6,middle,5,top,Quinine,10 mM
20220218,N2,A6,bottom,2,top,Quinine,10 mM
20220218,N2,B1,top,2,top,Quinine,10 mM
20220218,N2,B1,middle,5,top,Quinine,10 mM
20220218,N2,B1,bottom,3,top,Quinine,10 mM
20220218,N2,B2,top,0,top,Quinine,10 mM
20220218,N2,B2,middle,4,top,Quinine,10 mM
20220218,N2,B2,bottom,2,top,Quinine,10 mM
20220218,N2,B3,top,0,top,Quinine,10 mM
20220218,N2,B3,middle,9,top,Quinine,10 mM
20220218,N2,B3,bottom,0,top,Quinine,10 mM
20220218,N2,B4,top,1,top,Quinine,10 mM
20220218,N2,B4,middle,8,top,Quinine,10 mM
20220218,N2,B4,bottom,1,top,Quinine,10 mM
20220218,N2,B5,top,2,top,Quinine,10 mM
20220218,N2,B5,middle,10,top,Quinine,10 mM
20220218,N2,B5,bottom,0,top,Quinine,10 mM
20220218,N2,B6,top,3,top,Quinine,10 mM
20220218,N2,B6,middle,4,top,Quinine,10 mM
20220218,N2,B6,bottom,5,top,Quinine,10 mM
20220218,N2,C1,top,3,bottom,Quinine,10 mM
20220218,N2,C1,middle,9,bottom,Quinine,10 mM
20220218,N2,C1,bottom,0,bottom,Quinine,10 mM
20220218,N2,C2,top,0,bottom,Quinine,10 mM
20220218,N2,C2,middle,6,bottom,Quinine,10 mM
20220218,N2,C2,bottom,0,bottom,Quinine,10 mM
20220218,N2,C3,top,0,bottom,Quinine,10 mM
20220218,N2,C3,middle,11,bottom,Quinine,10 mM
20220218,N2,C3,bottom,0,bottom,Quinine,10 mM
20220218,N2,C4,top,1,bottom,Quinine,10 mM
20220218,N2,C4,middle,7,bottom,Quinine,10 mM
20220218,N2,C4,bottom,2,bottom,Quinine,10 mM
20220218,N2,C5,top,0,bottom,Quinine,10 mM
20220218,N2,C5,middle,10,bottom,Quinine,10 mM
20220218,N2,C5,bottom,0,bottom,Quinine,10 mM
20220218,N2,C6,top,6,bottom,Quinine,10 mM
20220218,N2,C6,middle,0,bottom,Quinine,10 mM
20220218,N2,C6,bottom,0,bottom,Quinine,10 mM
20220218,N2,D1,top,1,bottom,Quinine,10 mM
20220218,N2,D1,middle,0,bottom,Quinine,10 mM
20220218,N2,D1,bottom,3,bottom,Quinine,10 mM
20220218,N2,D2,top,0,bottom,Quinine,10 mM
20220218,N2,D2,middle,5,bottom,Quinine,10 mM
20220218,N2,D2,bottom,1,bottom,Quinine,10 mM
20220218,N2,D3,top,0,bottom,Quinine,10 mM
20220218,N2,D3,middle,4,bottom,Quinine,10 mM
20220218,N2,D3,bottom,1,bottom,Quinine,10 mM
20220218,N2,D4,top,0,bottom,Quinine,10 mM
20220218,N2,D4,middle,6,bottom,Quinine,10 mM
20220218,N2,D4,bottom,0,bottom,Quinine,10 mM
20220218,N2,D5,top,2,bottom,Quinine,10 mM
20220218,N2,D5,middle,10,bottom,Quinine,10 mM
20220218,N2,D5,bottom,0,bottom,Quinine,10 mM
20220218,N2,D6,top,4,bottom,Quinine,10 mM
20220218,N2,D6,middle,7,bottom,Quinine,10 mM
20220218,N2,D6,bottom,0,bottom,Quinine,10 mM
20220218,PR678,A1,top,0,top,Quinine,10 mM
20220218,PR678,A1,middle,0,top,Quinine,10 mM
20220218,PR678,A1,bottom,1,top,Quinine,10 mM
20220218,PR678,A2,top,2,top,Quinine,10 mM
20220218,PR678,A2,middle,1,top,Quinine,10 mM
20220218,PR678,A2,bottom,0,top,Quinine,10 mM
20220218,PR678,A3,top,3,top,Quinine,10 mM
20220218,PR678,A3,middle,2,top,Quinine,10 mM
20220218,PR678,A3,bottom,0,top,Quinine,10 mM
20220218,PR678,A4,top,2,top,Quinine,10 mM
20220218,PR678,A4,middle,2,top,Quinine,10 mM
20220218,PR678,A4,bottom,0,top,Quinine,10 mM
20220218,PR678,A5,top,1,top,Quinine,10 mM
20220218,PR678,A5,middle,4,top,Quinine,10 mM
20220218,PR678,A5,bottom,0,top,Quinine,10 mM
20220218,PR678,A6,top,0,top,Quinine,10 mM
20220218,PR678,A6,middle,2,top,Quinine,10 mM
20220218,PR678,A6,bottom,0,top,Quinine,10 mM
20220218,PR678,B1,top,2,top,Quinine,10 mM
20220218,PR678,B1,middle,1,top,Quinine,10 mM
20220218,PR678,B1,bottom,2,top,Quinine,10 mM
20220218,PR678,B2,top,1,top,Quinine,10 mM
20220218,PR678,B2,middle,2,top,Quinine,10 mM
20220218,PR678,B2,bottom,0,top,Quinine,10 mM
20220218,PR678,B3,top,3,top,Quinine,10 mM
20220218,PR678,B3,middle,2,top,Quinine,10 mM
20220218,PR678,B3,bottom,1,top,Quinine,10 mM
20220218,PR678,B4,top,3,top,Quinine,10 mM
20220218,PR678,B4,middle,1,top,Quinine,10 mM
20220218,PR678,B4,bottom,1,top,Quinine,10 mM
20220218,PR678,B5,top,0,top,Quinine,10 mM
20220218,PR678,B5,middle,2,top,Quinine,10 mM
20220218,PR678,B5,bottom,0,top,Quinine,10 mM
20220218,PR678,B6,top,6,top,Quinine,10 mM
20220218,PR678,B6,middle,1,top,Quinine,10 mM
20220218,PR678,B6,bottom,1,top,Quinine,10 mM
20220218,PR678,C1,top,3,bottom,Quinine,10 mM
20220218,PR678,C1,middle,3,bottom,Quinine,10 mM
20220218,PR678,C1,bottom,2,bottom,Quinine,10 mM
20220218,PR678,C2,top,2,bottom,Quinine,10 mM
20220218,PR678,C2,middle,0,bottom,Quinine,10 mM
20220218,PR678,C2,bottom,0,bottom,Quinine,10 mM
20220218,PR678,C3,top,3,bottom,Quinine,10 mM
20220218,PR678,C3,middle,0,bottom,Quinine,10 mM
20220218,PR678,C3,bottom,1,bottom,Quinine,10 mM
20220218,PR678,C4,top,0,bottom,Quinine,10 mM
20220218,PR678,C4,middle,2,bottom,Quinine,10 mM
20220218,PR678,C4,bottom,1,bottom,Quinine,10 mM
20220218,PR678,C5,top,4,bottom,Quinine,10 mM
20220218,PR678,C5,middle,3,bottom,Quinine,10 mM
20220218,PR678,C5,bottom,0,bottom,Quinine,10 mM
20220218,PR678,C6,top,0,bottom,Quinine,10 mM
20220218,PR678,C6,middle,5,bottom,Quinine,10 mM
20220218,PR678,C6,bottom,1,bottom,Quinine,10 mM
20220218,PR678,D1,top,2,bottom,Quinine,10 mM
20220218,PR678,D1,middle,5,bottom,Quinine,10 mM
20220218,PR678,D1,bottom,0,bottom,Quinine,10 mM
20220218,PR678,D2,top,4,bottom,Quinine,10 mM
20220218,PR678,D2,middle,5,bottom,Quinine,10 mM
20220218,PR678,D2,bottom,0,bottom,Quinine,10 mM
20220218,PR678,D3,top,3,bottom,Quinine,10 mM
20220218,PR678,D3,middle,2,bottom,Quinine,10 mM
20220218,PR678,D3,bottom,3,bottom,Quinine,10 mM
20220218,PR678,D4,top,2,bottom,Quinine,10 mM
20220218,PR678,D4,middle,0,bottom,Quinine,10 mM
20220218,PR678,D4,bottom,0,bottom,Quinine,10 mM
20220218,PR678,D5,top,3,bottom,Quinine,10 mM
20220218,PR678,D5,middle,0,bottom,Quinine,10 mM
20220218,PR678,D5,bottom,0,bottom,Quinine,10 mM
20220218,PR678,D6,top,4,bottom,Quinine,10 mM
20220218,PR678,D6,middle,1,bottom,Quinine,10 mM
20220218,PR678,D6,bottom,0,bottom,Quinine,10 mM